location_id,date,temp_c,humidity_pct,rainfall_mm
asan,2025-12-21,12.7,64.5,1.0
asan,2025-12-22,5.4,37.7,2.8
asan,2025-12-23,13.2,63.9,0.9
asan,2025-12-24,13.3,65.8,2.3
asan,2025-12-25,8.4,61.3,0.6
asan,2025-12-26,17.0,66.0,0.6
asan,2025-12-27,10.8,59.7,0.6
asan,2025-12-28,7.0,59.9,2.6
asan,2025-12-29,15.5,56.2,0.1
asan,2025-12-30,4.6,67.0,1.0
asan,2025-12-31,13.5,64.8,0.7
banepa,2024-01-01,8.5,76.5,0.1
banepa,2024-01-02,14.7,55.1,0.5
banepa,2024-01-03,13.4,68.8,0.1
banepa,2024-01-04,11.1,66.8,2.4
banepa,2024-01-05,6.5,68.3,0.0
banepa,2024-01-06,11.4,61.5,0.3
banepa,2024-01-07,8.7,54.5,0.9
banepa,2024-01-08,8.3,55.7,0.2
banepa,2024-01-09,12.3,68.3,0.3
banepa,2024-01-10,3.6,58.1,0.9
banepa,2024-01-11,11.8,72.5,1.3
banepa,2024-01-12,12.8,62.8,2.0
banepa,2024-01-13,14.3,69.8,2.6
banepa,2024-01-14,9.3,61.5,0.1
banepa,2024-01-15,16.6,64.6,0.6
banepa,2024-01-16,13.3,66.7,1.6
banepa,2024-01-17,7.5,62.2,1.6
banepa,2024-01-18,12.6,61.2,0.1
banepa,2024-01-19,10.6,53.3,0.0
banepa,2024-01-20,13.0,55.1,0.9
banepa,2024-01-21,21.6,55.7,0.7
banepa,2024-01-22,5.3,66.2,0.2
banepa,2024-01-23,5.9,68.6,1.5
banepa,2024-01-24,10.5,61.3,1.3
banepa,2024-01-25,16.8,75.9,0.5
banepa,2024-01-26,12.3,65.1,0.0
banepa,2024-01-27,3.3,61.7,0.4
banepa,2024-01-28,19.3,61.5,0.1
banepa,2024-01-29,12.5,60.6,1.8
banepa,2024-01-30,10.4,71.2,0.4
banepa,2024-01-31,16.9,64.0,0.1
banepa,2024-02-01,15.1,48.4,0.5
banepa,2024-02-02,10.9,60.5,0.3
banepa,2024-02-03,9.7,58.9,0.4
banepa,2024-02-04,14.5,41.8,0.5
banepa,2024-02-05,13.3,63.9,0.3
banepa,2024-02-06,7.3,53.6,0.9
banepa,2024-02-07,5.3,46.2,0.4
banepa,2024-02-08,9.3,49.4,0.7
banepa,2024-02-09,13.2,52.7,0.9
banepa,2024-02-10,7.7,61.9,0.8
banepa,2024-02-11,10.0,49.9,0.5
banepa,2024-02-12,14.4,61.3,1.9
banepa,2024-02-13,8.3,64.3,0.4
banepa,2024-02-14,16.0,48.1,0.3
banepa,2024-02-15,19.9,55.3,0.3
banepa,2024-02-16,10.2,55.9,0.3
banepa,2024-02-17,15.7,47.8,1.5
banepa,2024-02-18,10.6,54.9,2.8
banepa,2024-02-19,10.4,66.5,0.8
banepa,2024-02-20,14.6,46.7,0.2
banepa,2024-02-21,13.0,60.1,2.5
banepa,2024-02-22,8.6,71.1,2.6
banepa,2024-02-23,13.1,53.9,0.0
banepa,2024-02-24,13.2,58.7,1.2
banepa,2024-02-25,14.0,60.1,2.8
banepa,2024-02-26,13.9,66.4,0.0
banepa,2024-02-27,11.5,62.5,0.4
banepa,2024-02-28,12.2,59.6,0.2
banepa,2024-02-29,14.9,65.9,2.5
banepa,2024-03-01,26.4,58.0,0.9
banepa,2024-03-02,22.1,54.4,0.0
banepa,2024-03-03,20.5,67.9,4.1
banepa,2024-03-04,22.6,55.7,2.1
banepa,2024-03-05,23.8,61.3,13.9
banepa,2024-03-06,24.2,63.8,3.4
banepa,2024-03-07,20.4,61.0,2.9
banepa,2024-03-08,25.1,65.9,4.2
banepa,2024-03-09,23.4,73.4,0.8
banepa,2024-03-10,23.6,63.1,1.6
banepa,2024-03-11,25.9,76.9,7.2
banepa,2024-03-12,24.1,58.1,0.8
banepa,2024-03-13,20.4,52.2,5.1
banepa,2024-03-14,28.6,68.0,7.3
banepa,2024-03-15,23.2,66.8,10.2
banepa,2024-03-16,17.6,47.7,0.8
banepa,2024-03-17,22.2,59.9,3.0
banepa,2024-03-18,22.6,48.4,0.9
banepa,2024-03-19,26.3,57.9,3.3
banepa,2024-03-20,22.8,69.3,0.0
banepa,2024-03-21,21.5,52.2,6.4
banepa,2024-03-22,24.1,75.6,2.3
banepa,2024-03-23,17.7,67.0,0.0
banepa,2024-03-24,22.9,59.4,3.8
banepa,2024-03-25,21.1,74.2,9.2
banepa,2024-03-26,18.2,73.1,2.0
banepa,2024-03-27,18.1,73.3,5.2
banepa,2024-03-28,13.9,55.9,6.4
banepa,2024-03-29,25.4,51.8,1.4
banepa,2024-03-30,19.4,59.3,5.6
banepa,2024-03-31,20.2,53.2,4.0
banepa,2024-04-01,23.3,44.2,2.0
banepa,2024-04-02,21.5,56.3,7.9
banepa,2024-04-03,22.2,64.2,17.9
banepa,2024-04-04,23.8,52.2,2.9
banepa,2024-04-05,19.0,53.8,4.7
banepa,2024-04-06,19.3,56.4,2.6
banepa,2024-04-07,20.4,62.0,8.0
banepa,2024-04-08,22.6,73.8,0.0
banepa,2024-04-09,23.8,82.1,18.0
banepa,2024-04-10,19.3,69.9,6.0
banepa,2024-04-11,21.5,70.8,2.0
banepa,2024-04-12,19.2,58.7,1.0
banepa,2024-04-13,19.5,64.8,8.2
banepa,2024-04-14,18.0,61.7,0.4
banepa,2024-04-15,24.5,55.8,2.6
banepa,2024-04-16,28.6,57.4,10.0
banepa,2024-04-17,22.2,55.3,0.5
banepa,2024-04-18,20.9,58.4,4.3
banepa,2024-04-19,27.9,65.6,3.5
banepa,2024-04-20,26.1,65.9,1.7
banepa,2024-04-21,25.2,69.5,21.5
banepa,2024-04-22,17.9,57.9,5.2
banepa,2024-04-23,17.7,62.9,9.4
banepa,2024-04-24,27.1,72.2,1.3
banepa,2024-04-25,21.9,68.8,1.5
banepa,2024-04-26,14.7,64.1,8.5
banepa,2024-04-27,17.1,66.2,2.2
banepa,2024-04-28,23.2,52.7,2.4
banepa,2024-04-29,24.8,66.2,2.5
banepa,2024-04-30,24.3,78.0,7.5
banepa,2024-05-01,24.3,62.6,2.2
banepa,2024-05-02,23.3,72.5,13.5
banepa,2024-05-03,24.5,70.6,5.2
banepa,2024-05-04,24.4,60.4,1.0
banepa,2024-05-05,20.9,48.7,3.2
banepa,2024-05-06,19.2,65.0,0.7
banepa,2024-05-07,26.4,52.2,2.9
banepa,2024-05-08,21.4,62.8,9.5
banepa,2024-05-09,19.3,53.5,0.1
banepa,2024-05-10,28.2,55.2,4.2
banepa,2024-05-11,21.9,67.3,0.5
banepa,2024-05-12,21.5,63.2,1.1
banepa,2024-05-13,20.5,81.1,1.3
banepa,2024-05-14,22.6,56.0,10.7
banepa,2024-05-15,26.7,48.4,4.2
banepa,2024-05-16,23.1,62.6,2.6
banepa,2024-05-17,20.9,51.7,0.2
banepa,2024-05-18,22.4,58.8,0.2
banepa,2024-05-19,20.0,70.1,1.6
banepa,2024-05-20,19.0,61.8,2.7
banepa,2024-05-21,23.0,60.5,5.3
banepa,2024-05-22,19.3,56.3,3.8
banepa,2024-05-23,23.8,78.2,7.2
banepa,2024-05-24,26.1,58.7,2.6
banepa,2024-05-25,19.6,66.2,5.2
banepa,2024-05-26,19.7,58.1,0.5
banepa,2024-05-27,22.5,52.5,3.6
banepa,2024-05-28,27.7,73.6,17.1
banepa,2024-05-29,17.4,52.7,1.2
banepa,2024-05-30,19.2,55.4,2.4
banepa,2024-05-31,15.5,60.4,8.3
banepa,2024-06-01,32.6,64.2,12.3
banepa,2024-06-02,26.2,77.8,17.6
banepa,2024-06-03,26.8,68.8,20.9
banepa,2024-06-04,24.4,77.1,22.7
banepa,2024-06-05,27.6,61.4,27.1
banepa,2024-06-06,30.6,66.5,19.5
banepa,2024-06-07,25.9,69.8,21.4
banepa,2024-06-08,29.6,80.6,24.3
banepa,2024-06-09,25.2,61.9,17.5
banepa,2024-06-10,24.5,100.0,50.9
banepa,2024-06-11,27.0,75.7,8.5
banepa,2024-06-12,24.2,47.2,15.3
banepa,2024-06-13,26.6,75.9,35.6
banepa,2024-06-14,25.4,73.6,25.0
banepa,2024-06-15,24.5,91.8,26.5
banepa,2024-06-16,30.8,77.5,33.5
banepa,2024-06-17,24.1,55.9,10.7
banepa,2024-06-18,26.6,68.2,15.7
banepa,2024-06-19,29.0,73.9,42.0
banepa,2024-06-20,24.0,70.3,17.0
banepa,2024-06-21,23.2,57.5,19.3
banepa,2024-06-22,29.4,78.2,38.5
banepa,2024-06-23,23.0,65.5,19.5
banepa,2024-06-24,29.6,66.8,30.0
banepa,2024-06-25,29.0,73.2,3.5
banepa,2024-06-26,28.2,73.4,23.3
banepa,2024-06-27,33.0,76.4,22.2
banepa,2024-06-28,28.4,76.5,45.7
banepa,2024-06-29,25.0,79.1,23.1
banepa,2024-06-30,24.1,76.8,19.6
banepa,2024-07-01,27.0,93.2,44.5
banepa,2024-07-02,32.5,76.3,50.3
banepa,2024-07-03,28.8,47.5,12.0
banepa,2024-07-04,26.8,42.2,8.4
banepa,2024-07-05,30.0,69.3,15.0
banepa,2024-07-06,27.1,83.1,48.9
banepa,2024-07-07,28.2,66.5,14.8
banepa,2024-07-08,30.5,58.7,6.1
banepa,2024-07-09,27.9,47.3,9.0
banepa,2024-07-10,26.3,66.3,6.2
banepa,2024-07-11,33.5,78.4,23.9
banepa,2024-07-12,32.3,74.1,23.3
banepa,2024-07-13,29.2,66.0,9.7
banepa,2024-07-14,26.0,77.9,30.7
banepa,2024-07-15,29.1,76.4,48.6
banepa,2024-07-16,30.5,69.7,21.3
banepa,2024-07-17,20.3,62.7,28.2
banepa,2024-07-18,32.3,72.9,27.5
banepa,2024-07-19,27.6,70.2,8.3
banepa,2024-07-20,20.6,70.7,18.0
banepa,2024-07-21,30.0,62.5,12.0
banepa,2024-07-22,23.3,75.0,38.6
banepa,2024-07-23,27.3,76.6,20.2
banepa,2024-07-24,27.9,75.4,29.2
banepa,2024-07-25,25.1,67.4,14.7
banepa,2024-07-26,30.9,79.6,46.7
banepa,2024-07-27,28.5,93.9,23.5
banepa,2024-07-28,23.9,84.9,34.8
banepa,2024-07-29,32.4,65.2,25.0
banepa,2024-07-30,30.9,77.5,28.7
banepa,2024-07-31,29.0,68.8,17.6
banepa,2024-08-01,29.9,71.3,24.9
banepa,2024-08-02,29.8,81.8,16.3
banepa,2024-08-03,26.2,61.9,12.0
banepa,2024-08-04,30.5,81.5,31.6
banepa,2024-08-05,23.9,56.5,10.3
banepa,2024-08-06,26.4,79.0,7.1
banepa,2024-08-07,27.9,74.8,31.5
banepa,2024-08-08,29.6,94.3,67.0
banepa,2024-08-09,27.1,100.0,70.4
banepa,2024-08-10,25.4,61.8,25.8
banepa,2024-08-11,28.8,75.4,19.5
banepa,2024-08-12,30.5,68.8,8.7
banepa,2024-08-13,20.7,68.0,30.5
banepa,2024-08-14,27.7,60.3,6.9
banepa,2024-08-15,33.1,73.4,17.6
banepa,2024-08-16,33.1,68.0,6.2
banepa,2024-08-17,27.8,63.2,22.1
banepa,2024-08-18,25.0,79.2,23.9
banepa,2024-08-19,25.3,65.8,21.8
banepa,2024-08-20,26.6,74.8,18.0
banepa,2024-08-21,25.5,61.6,5.6
banepa,2024-08-22,29.5,74.4,27.8
banepa,2024-08-23,31.8,80.0,5.3
banepa,2024-08-24,32.0,76.2,17.2
banepa,2024-08-25,28.4,73.6,14.4
banepa,2024-08-26,28.4,54.5,6.3
banepa,2024-08-27,28.2,77.8,26.7
banepa,2024-08-28,28.9,74.6,19.7
banepa,2024-08-29,29.5,87.9,55.8
banepa,2024-08-30,30.2,70.3,20.6
banepa,2024-08-31,31.2,70.9,25.6
banepa,2024-09-01,26.6,70.6,27.6
banepa,2024-09-02,21.7,58.1,4.5
banepa,2024-09-03,23.5,100.0,111.3
banepa,2024-09-04,18.7,100.0,107.2
banepa,2024-09-05,20.5,68.5,17.4
banepa,2024-09-06,23.9,72.9,18.1
banepa,2024-09-07,19.9,60.4,16.6
banepa,2024-09-08,22.9,73.6,25.3
banepa,2024-09-09,20.3,71.8,31.2
banepa,2024-09-10,19.2,65.2,10.4
banepa,2024-09-11,21.5,86.5,34.5
banepa,2024-09-12,24.8,66.3,6.5
banepa,2024-09-13,25.5,74.6,22.4
banepa,2024-09-14,22.6,70.8,16.3
banepa,2024-09-15,21.4,48.9,3.1
banepa,2024-09-16,24.7,54.0,20.4
banepa,2024-09-17,21.5,89.3,67.5
banepa,2024-09-18,20.2,100.0,49.5
banepa,2024-09-19,24.9,62.9,36.1
banepa,2024-09-20,16.3,59.2,24.8
banepa,2024-09-21,24.9,58.2,16.9
banepa,2024-09-22,24.2,65.7,18.6
banepa,2024-09-23,27.6,72.4,18.8
banepa,2024-09-24,20.7,66.5,23.8
banepa,2024-09-25,23.5,71.2,6.8
banepa,2024-09-26,15.8,70.1,32.6
banepa,2024-09-27,21.8,69.1,23.5
banepa,2024-09-28,27.5,60.7,7.6
banepa,2024-09-29,22.1,100.0,69.0
banepa,2024-09-30,19.8,53.0,3.9
banepa,2024-10-01,17.4,62.0,7.2
banepa,2024-10-02,24.1,56.5,1.8
banepa,2024-10-03,20.1,59.1,3.6
banepa,2024-10-04,20.6,55.7,4.6
banepa,2024-10-05,24.5,74.2,15.5
banepa,2024-10-06,22.3,63.2,3.9
banepa,2024-10-07,23.7,54.5,11.1
banepa,2024-10-08,27.7,71.3,3.5
banepa,2024-10-09,24.7,71.8,13.2
banepa,2024-10-10,24.2,53.4,0.4
banepa,2024-10-11,21.5,74.6,25.6
banepa,2024-10-12,20.8,49.8,1.9
banepa,2024-10-13,22.5,71.4,4.1
banepa,2024-10-14,21.2,72.7,12.1
banepa,2024-10-15,22.6,59.7,9.1
banepa,2024-10-16,21.4,53.4,2.9
banepa,2024-10-17,23.0,60.1,3.6
banepa,2024-10-18,22.7,43.7,4.2
banepa,2024-10-19,20.0,68.5,7.8
banepa,2024-10-20,22.1,59.8,2.8
banepa,2024-10-21,23.1,67.7,7.4
banepa,2024-10-22,24.8,65.1,1.1
banepa,2024-10-23,20.4,65.5,1.6
banepa,2024-10-24,27.8,79.9,1.7
banepa,2024-10-25,20.4,68.9,1.2
banepa,2024-10-26,25.8,64.8,1.3
banepa,2024-10-27,22.5,61.6,4.4
banepa,2024-10-28,17.9,57.1,0.8
banepa,2024-10-29,21.3,64.0,12.8
banepa,2024-10-30,22.9,72.8,20.4
banepa,2024-10-31,22.3,68.9,8.4
banepa,2024-11-01,24.9,58.2,7.5
banepa,2024-11-02,23.9,50.7,0.7
banepa,2024-11-03,24.1,64.7,1.2
banepa,2024-11-04,18.0,60.2,0.2
banepa,2024-11-05,24.4,55.9,12.5
banepa,2024-11-06,25.7,52.1,2.6
banepa,2024-11-07,23.2,55.8,3.0
banepa,2024-11-08,27.0,46.2,4.2
banepa,2024-11-09,21.0,46.0,10.0
banepa,2024-11-10,24.0,57.9,3.3
banepa,2024-11-11,21.4,62.1,5.0
banepa,2024-11-12,25.1,70.4,6.5
banepa,2024-11-13,26.8,54.0,10.1
banepa,2024-11-14,20.1,80.0,0.4
banepa,2024-11-15,19.6,61.6,5.1
banepa,2024-11-16,22.4,53.4,13.7
banepa,2024-11-17,18.3,73.8,7.1
banepa,2024-11-18,18.0,47.1,11.5
banepa,2024-11-19,22.8,63.0,0.5
banepa,2024-11-20,17.9,60.1,5.4
banepa,2024-11-21,19.6,68.3,5.1
banepa,2024-11-22,21.8,67.8,4.8
banepa,2024-11-23,19.8,90.6,20.1
banepa,2024-11-24,17.9,66.3,25.4
banepa,2024-11-25,21.0,57.7,6.3
banepa,2024-11-26,24.3,65.3,2.8
banepa,2024-11-27,25.3,70.3,7.4
banepa,2024-11-28,18.5,62.3,1.8
banepa,2024-11-29,22.3,65.7,8.5
banepa,2024-11-30,12.9,46.5,0.1
banepa,2024-12-01,9.5,64.7,1.7
banepa,2024-12-02,17.8,53.6,0.3
banepa,2024-12-03,6.6,51.2,0.3
banepa,2024-12-04,7.2,69.6,0.7
banepa,2024-12-05,12.1,54.7,2.1
banepa,2024-12-06,13.4,49.0,1.4
banepa,2024-12-07,8.6,56.4,2.9
banepa,2024-12-08,15.7,52.4,0.3
banepa,2024-12-09,10.8,55.0,0.1
banepa,2024-12-10,14.0,69.7,0.2
banepa,2024-12-11,12.0,49.5,1.4
banepa,2024-12-12,5.0,54.8,0.3
banepa,2024-12-13,12.4,51.3,0.4
banepa,2024-12-14,10.6,48.2,0.3
banepa,2024-12-15,15.1,65.5,0.4
banepa,2024-12-16,12.3,70.3,1.7
banepa,2024-12-17,16.2,53.8,1.6
banepa,2024-12-18,1.5,73.5,0.6
banepa,2024-12-19,9.6,42.8,0.4
banepa,2024-12-20,14.8,55.2,1.0
banepa,2024-12-21,19.8,67.4,0.0
banepa,2024-12-22,19.4,68.9,3.7
banepa,2024-12-23,11.8,52.3,0.2
banepa,2024-12-24,12.5,61.6,1.3
banepa,2024-12-25,16.6,52.5,1.4
banepa,2024-12-26,14.1,61.9,0.9
banepa,2024-12-27,12.5,67.4,1.7
banepa,2024-12-28,14.8,65.3,0.9
banepa,2024-12-29,12.6,58.2,1.8
banepa,2024-12-30,9.9,50.5,0.4
banepa,2024-12-31,12.7,51.4,0.3
banepa,2025-01-01,13.6,70.0,0.8
banepa,2025-01-02,8.6,53.6,0.4
banepa,2025-01-03,14.8,65.2,1.5
banepa,2025-01-04,15.1,59.4,0.3
banepa,2025-01-05,7.4,59.0,0.8
banepa,2025-01-06,16.8,62.8,0.3
banepa,2025-01-07,8.6,72.1,2.0
banepa,2025-01-08,16.6,57.9,0.9
banepa,2025-01-09,12.7,64.8,1.4
banepa,2025-01-10,5.6,57.9,1.3
banepa,2025-01-11,13.8,52.5,1.8
banepa,2025-01-12,11.4,59.5,0.5
banepa,2025-01-13,11.1,45.3,0.9
banepa,2025-01-14,11.0,60.4,1.5
banepa,2025-01-15,8.8,63.7,3.1
banepa,2025-01-16,-1.4,59.0,0.8
banepa,2025-01-17,15.4,60.6,0.2
banepa,2025-01-18,8.9,71.8,0.1
banepa,2025-01-19,13.3,67.6,0.2
banepa,2025-01-20,8.6,62.2,1.6
banepa,2025-01-21,10.2,58.7,0.7
banepa,2025-01-22,11.3,71.6,1.1
banepa,2025-01-23,14.6,69.0,1.3
banepa,2025-01-24,10.8,59.4,0.5
banepa,2025-01-25,12.0,58.7,0.0
banepa,2025-01-26,10.9,40.5,0.3
banepa,2025-01-27,12.1,64.2,0.0
banepa,2025-01-28,11.4,53.2,0.3
banepa,2025-01-29,4.7,53.9,0.7
banepa,2025-01-30,16.5,55.8,0.2
banepa,2025-01-31,16.0,51.9,5.0
banepa,2025-02-01,9.6,56.6,0.3
banepa,2025-02-02,2.8,66.1,0.3
banepa,2025-02-03,9.6,53.2,1.6
banepa,2025-02-04,14.7,54.6,0.2
banepa,2025-02-05,13.6,59.4,1.3
banepa,2025-02-06,6.6,56.1,0.3
banepa,2025-02-07,10.7,46.8,3.3
banepa,2025-02-08,11.8,60.8,0.6
banepa,2025-02-09,16.1,63.5,3.4
banepa,2025-02-10,13.4,67.7,0.6
banepa,2025-02-11,6.4,64.4,1.0
banepa,2025-02-12,13.5,81.4,1.0
banepa,2025-02-13,12.4,49.3,0.3
banepa,2025-02-14,15.8,60.8,0.6
banepa,2025-02-15,19.6,69.1,0.4
banepa,2025-02-16,16.4,48.6,0.2
banepa,2025-02-17,9.5,57.0,0.2
banepa,2025-02-18,7.0,51.5,0.3
banepa,2025-02-19,8.3,67.9,0.1
banepa,2025-02-20,17.0,63.3,3.4
banepa,2025-02-21,14.0,54.2,1.3
banepa,2025-02-22,18.6,64.9,0.3
banepa,2025-02-23,13.8,69.2,0.4
banepa,2025-02-24,5.7,54.9,1.0
banepa,2025-02-25,12.3,62.9,0.3
banepa,2025-02-26,13.0,69.6,0.7
banepa,2025-02-27,14.3,80.9,0.0
banepa,2025-02-28,8.4,56.4,2.0
banepa,2025-03-01,24.1,57.7,1.3
banepa,2025-03-02,18.8,73.8,0.3
banepa,2025-03-03,18.9,67.7,4.5
banepa,2025-03-04,25.9,59.7,1.4
banepa,2025-03-05,21.6,54.8,3.5
banepa,2025-03-06,19.9,52.5,6.9
banepa,2025-03-07,19.0,55.0,1.7
banepa,2025-03-08,21.0,64.5,12.5
banepa,2025-03-09,24.3,54.6,2.0
banepa,2025-03-10,18.4,77.9,5.1
banepa,2025-03-11,22.8,43.5,0.3
banepa,2025-03-12,19.2,61.1,4.3
banepa,2025-03-13,23.4,68.7,5.7
banepa,2025-03-14,24.9,55.8,0.6
banepa,2025-03-15,19.2,67.2,1.8
banepa,2025-03-16,20.8,70.2,16.2
banepa,2025-03-17,21.4,60.4,5.7
banepa,2025-03-18,24.1,51.3,0.2
banepa,2025-03-19,18.3,65.8,1.2
banepa,2025-03-20,26.0,61.9,1.7
banepa,2025-03-21,21.2,65.4,0.8
banepa,2025-03-22,19.6,64.5,6.4
banepa,2025-03-23,22.0,66.9,2.9
banepa,2025-03-24,19.7,48.3,3.0
banepa,2025-03-25,22.0,66.4,16.2
banepa,2025-03-26,21.9,63.2,6.2
banepa,2025-03-27,18.3,59.8,3.6
banepa,2025-03-28,26.7,51.1,0.5
banepa,2025-03-29,26.0,64.5,2.0
banepa,2025-03-30,20.2,76.3,7.6
banepa,2025-03-31,18.6,66.2,6.0
banepa,2025-04-01,20.9,56.9,12.3
banepa,2025-04-02,17.9,77.0,5.2
banepa,2025-04-03,26.2,68.6,6.8
banepa,2025-04-04,22.5,67.6,14.6
banepa,2025-04-05,21.0,60.9,1.4
banepa,2025-04-06,19.6,68.0,8.6
banepa,2025-04-07,17.2,61.2,2.5
banepa,2025-04-08,18.4,68.4,3.2
banepa,2025-04-09,21.2,69.8,7.1
banepa,2025-04-10,16.8,56.2,14.5
banepa,2025-04-11,20.0,85.3,21.1
banepa,2025-04-12,14.2,57.7,2.1
banepa,2025-04-13,22.2,64.9,13.5
banepa,2025-04-14,19.0,52.8,6.7
banepa,2025-04-15,21.5,69.4,6.3
banepa,2025-04-16,18.3,63.1,1.2
banepa,2025-04-17,20.6,77.0,12.8
banepa,2025-04-18,19.8,59.4,6.9
banepa,2025-04-19,23.7,66.0,1.8
banepa,2025-04-20,19.1,55.2,3.7
banepa,2025-04-21,22.8,62.5,21.9
banepa,2025-04-22,22.7,66.3,1.3
banepa,2025-04-23,21.9,80.8,12.6
banepa,2025-04-24,21.4,73.1,11.3
banepa,2025-04-25,24.6,50.3,0.3
banepa,2025-04-26,20.5,61.9,9.5
banepa,2025-04-27,21.1,71.6,2.9
banepa,2025-04-28,28.3,62.2,2.7
banepa,2025-04-29,25.3,49.4,2.0
banepa,2025-04-30,22.0,58.1,9.6
banepa,2025-05-01,20.1,58.3,4.0
banepa,2025-05-02,23.8,62.2,0.9
banepa,2025-05-03,21.0,70.3,13.5
banepa,2025-05-04,20.5,69.1,5.5
banepa,2025-05-05,22.8,69.8,6.5
banepa,2025-05-06,21.4,47.3,0.6
banepa,2025-05-07,26.1,57.2,0.7
banepa,2025-05-08,23.9,67.5,0.8
banepa,2025-05-09,21.0,55.8,0.6
banepa,2025-05-10,23.1,78.4,7.9
banepa,2025-05-11,23.0,53.2,0.7
banepa,2025-05-12,22.5,51.1,11.2
banepa,2025-05-13,23.8,81.5,4.9
banepa,2025-05-14,22.9,68.5,2.6
banepa,2025-05-15,19.9,65.4,12.0
banepa,2025-05-16,19.2,75.6,6.7
banepa,2025-05-17,19.4,54.8,2.9
banepa,2025-05-18,21.6,64.2,6.5
banepa,2025-05-19,19.5,61.4,0.9
banepa,2025-05-20,16.9,63.4,5.5
banepa,2025-05-21,21.5,53.6,14.1
banepa,2025-05-22,19.6,52.1,0.1
banepa,2025-05-23,24.1,61.6,5.7
banepa,2025-05-24,26.1,61.3,2.4
banepa,2025-05-25,19.3,68.7,7.6
banepa,2025-05-26,21.8,67.5,10.2
banepa,2025-05-27,19.5,63.5,4.0
banepa,2025-05-28,26.4,51.0,4.7
banepa,2025-05-29,30.8,49.6,8.5
banepa,2025-05-30,27.3,57.7,3.3
banepa,2025-05-31,25.5,59.2,1.2
banepa,2025-06-01,30.2,73.9,23.1
banepa,2025-06-02,26.8,84.2,29.3
banepa,2025-06-03,29.9,75.5,25.9
banepa,2025-06-04,29.7,65.7,21.1
banepa,2025-06-05,27.4,72.4,8.4
banepa,2025-06-06,27.1,75.7,27.3
banepa,2025-06-07,31.1,73.4,42.3
banepa,2025-06-08,25.4,93.8,47.0
banepa,2025-06-09,35.7,69.2,28.9
banepa,2025-06-10,32.0,74.9,27.3
banepa,2025-06-11,33.4,55.5,13.8
banepa,2025-06-12,24.7,73.4,15.6
banepa,2025-06-13,22.7,73.8,29.8
banepa,2025-06-14,34.8,73.1,45.0
banepa,2025-06-15,30.5,71.7,13.0
banepa,2025-06-16,26.9,66.3,43.5
banepa,2025-06-17,30.4,72.7,12.8
banepa,2025-06-18,28.9,72.8,24.1
banepa,2025-06-19,30.0,71.8,8.3
banepa,2025-06-20,28.2,64.5,16.3
banepa,2025-06-21,28.6,66.1,20.8
banepa,2025-06-22,27.4,88.8,30.6
banepa,2025-06-23,27.9,72.5,10.0
banepa,2025-06-24,33.5,71.0,42.2
banepa,2025-06-25,29.4,67.0,25.4
banepa,2025-06-26,25.0,76.3,6.8
banepa,2025-06-27,25.0,76.8,61.7
banepa,2025-06-28,27.7,65.1,14.3
banepa,2025-06-29,26.8,84.0,25.0
banepa,2025-06-30,26.9,81.4,12.6
banepa,2025-07-01,33.6,81.2,46.4
banepa,2025-07-02,24.7,62.8,18.5
banepa,2025-07-03,26.5,57.5,10.7
banepa,2025-07-04,31.3,79.1,28.2
banepa,2025-07-05,28.5,83.1,57.1
banepa,2025-07-06,25.5,65.9,15.7
banepa,2025-07-07,28.8,78.9,37.1
banepa,2025-07-08,29.4,81.0,46.4
banepa,2025-07-09,23.4,62.6,20.9
banepa,2025-07-10,31.5,68.0,12.3
banepa,2025-07-11,33.0,97.6,48.6
banepa,2025-07-12,28.3,66.8,30.8
banepa,2025-07-13,31.6,74.5,26.6
banepa,2025-07-14,30.3,69.3,5.5
banepa,2025-07-15,32.0,73.9,12.2
banepa,2025-07-16,32.9,62.5,23.5
banepa,2025-07-17,28.2,71.6,47.6
banepa,2025-07-18,22.4,67.0,15.7
banepa,2025-07-19,33.6,59.7,11.0
banepa,2025-07-20,26.7,70.1,22.5
banepa,2025-07-21,24.2,70.9,19.7
banepa,2025-07-22,27.4,59.9,16.0
banepa,2025-07-23,29.6,74.5,31.1
banepa,2025-07-24,28.5,80.7,51.5
banepa,2025-07-25,28.8,83.1,21.7
banepa,2025-07-26,25.5,69.8,21.0
banepa,2025-07-27,27.1,62.7,14.5
banepa,2025-07-28,26.2,72.5,41.3
banepa,2025-07-29,26.2,95.7,45.7
banepa,2025-07-30,24.1,84.2,23.2
banepa,2025-07-31,28.2,84.2,10.2
banepa,2025-08-01,24.5,71.3,16.8
banepa,2025-08-02,26.6,69.0,30.6
banepa,2025-08-03,26.5,75.3,7.5
banepa,2025-08-04,29.4,65.7,12.4
banepa,2025-08-05,21.0,76.6,31.3
banepa,2025-08-06,29.1,70.0,6.0
banepa,2025-08-07,28.6,82.2,25.6
banepa,2025-08-08,27.6,67.0,21.5
banepa,2025-08-09,30.6,62.3,8.8
banepa,2025-08-10,26.1,61.0,29.9
banepa,2025-08-11,30.2,82.0,40.0
banepa,2025-08-12,30.0,70.5,11.1
banepa,2025-08-13,30.7,78.9,28.2
banepa,2025-08-14,22.9,90.9,44.2
banepa,2025-08-15,31.3,74.4,36.1
banepa,2025-08-16,27.3,62.4,22.5
banepa,2025-08-17,30.1,63.8,31.4
banepa,2025-08-18,30.2,74.2,30.5
banepa,2025-08-19,31.3,66.1,25.1
